,uri,,ref_id,,title,,first_date,,container,
<record><uri>,/repositories/3/archival_objects/342564,</uri><cid>,MC147_c00408,</cid><unittitle>,Child Welfare Resource People,</unittitle><unitdate>,1972-1976,</unitdate><container>,box 80 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342565,</uri><cid>,MC147_c00409,</cid><unittitle>,Child Welfare State-of-the-Field Study,</unittitle><unitdate>,1976,</unitdate><container>,box 80 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342566,</uri><cid>,MC147_c00410,</cid><unittitle>,Child Welfare Statistics: AAIA,</unittitle><unitdate>,1966-1978,</unitdate><container>,box 81 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342567,</uri><cid>,MC147_c00411,</cid><unittitle>,Child Welfare Statistics: Bureau of Indian Affairs,</unittitle><unitdate>,1967-1987,</unitdate><container>,box 81 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342568,</uri><cid>,MC147_c00412,</cid><unittitle>,Children's Bureau,</unittitle><unitdate>,1949-1950,</unitdate><container>,box 81 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342569,</uri><cid>,MC147_c00413,</cid><unittitle>,Christian Century,</unittitle><unitdate>,1954-1959,</unitdate><container>,box 81 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342570,</uri><cid>,MC147_c00414,</cid><unittitle>,Christopher Columbus Quincentenary,</unittitle><unitdate>,1989-1992,</unitdate><container>,box 81 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342571,</uri><cid>,MC147_c00415,</cid><unittitle>,Churches,</unittitle><unitdate>,1950-1956,</unitdate><container>,box 81 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342572,</uri><cid>,MC147_c00416,</cid><unittitle>,Churchman,</unittitle><unitdate>,1954,</unitdate><container>,box 81 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342573,</uri><cid>,MC147_c00417,</cid><unittitle>,Civil Rights,</unittitle><unitdate>,1950-1988,</unitdate><container>,box 81 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342574,</uri><cid>,MC147_c00418,</cid><unittitle>,"Claflen, George L., Jr",</unittitle><unitdate>,1982-1985,</unitdate><container>,box 82 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342575,</uri><cid>,MC147_c00419,</cid><unittitle>,"Claflin, Charlotte Isabel",</unittitle><unitdate>,1961-1964,</unitdate><container>,box 82 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342576,</uri><cid>,MC147_c00420,</cid><unittitle>,"Clapp, Winifred I",</unittitle><unitdate>,1957-1964,</unitdate><container>,box 82 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342577,</uri><cid>,MC147_c00421,</cid><unittitle>,"Clark, Ella E",</unittitle><unitdate>,1954-1991,</unitdate><container>,box 82 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342578,</uri><cid>,MC147_c00422,</cid><unittitle>,Clergy League for America,</unittitle><unitdate>,1938-1939,</unitdate><container>,box 82 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342579,</uri><cid>,MC147_c00423,</cid><unittitle>,"Clifford, John",</unittitle><unitdate>,1976-1980,</unitdate><container>,box 82 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342580,</uri><cid>,MC147_c00424,</cid><unittitle>,Clinton/Gore Presidential Campaign,</unittitle><unitdate>,1992,</unitdate><container>,box 82 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342581,</uri><cid>,MC147_c00425,</cid><unittitle>,Coal Slurry Pipelines,</unittitle><unitdate>,1977-1983,</unitdate><container>,box 82 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342582,</uri><cid>,MC147_c00426,</cid><unittitle>,Coalition for American Indian Justice of the Riverside Church,</unittitle><unitdate>,1984-1986,</unitdate><container>,box 82 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342583,</uri><cid>,MC147_c00427,</cid><unittitle>,Coalition of Eastern Native Americans,</unittitle><unitdate>,1973-1976,</unitdate><container>,box 82 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342584,</uri><cid>,MC147_c00428,</cid><unittitle>,Coalition of Indian Controlled School Boards,</unittitle><unitdate>,1971-1985,</unitdate><container>,box 82 folder 11-12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342585,</uri><cid>,MC147_c00429,</cid><unittitle>,"Cohen, Felix S",</unittitle><unitdate>,1945-1954,</unitdate><container>,box 82 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342586,</uri><cid>,MC147_c00430,</cid><unittitle>,"Cohen, Lucy Kramer",</unittitle><unitdate>,1954-1993,</unitdate><container>,box 82 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342587,</uri><cid>,MC147_c00431,</cid><unittitle>,"Colcord, Charles E",</unittitle><unitdate>,1980,</unitdate><container>,box 82 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342588,</uri><cid>,MC147_c00432,</cid><unittitle>,"Coleman, Nancy R",</unittitle><unitdate>,1935-1939,</unitdate><container>,box 82 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342589,</uri><cid>,MC147_c00433,</cid><unittitle>,College Board,</unittitle><unitdate>,1986-1987,</unitdate><container>,box 82 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342590,</uri><cid>,MC147_c00434,</cid><unittitle>,"Collier, John",</unittitle><unitdate>,1933-1934,</unitdate><container>,box 83 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342591,</uri><cid>,MC147_c00435,</cid><unittitle>,"Colorado, Pamela Kiser",</unittitle><unitdate>,1975-1981,</unitdate><container>,box 83 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342592,</uri><cid>,MC147_c00436,</cid><unittitle>,Columbia University,</unittitle><unitdate>,1953-1969,</unitdate><container>,box 83 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342593,</uri><cid>,MC147_c00437,</cid><unittitle>,Commissioner of Indian Affairs Appointment,</unittitle><unitdate>,1932-1933,</unitdate><container>,box 83 folder 5-8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342594,</uri><cid>,MC147_c00438,</cid><unittitle>,Committee on Indian Affairs Report to Commission on Organization of the Executive Branch of the Government,</unittitle><unitdate>,1948,</unitdate><container>,box 83 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342595,</uri><cid>,MC147_c00439,</cid><unittitle>,"Committee on Interior and Insular Affairs, U.S. House of Representatives",</unittitle><unitdate>,1957,</unitdate><container>,box 83 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342596,</uri><cid>,MC147_c00440,</cid><unittitle>,Commonwealth Fund,</unittitle><unitdate>,1951-1957,</unitdate><container>,box 83 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342597,</uri><cid>,MC147_c00441,</cid><unittitle>,Community Chests and Councils of America,</unittitle><unitdate>,1954,</unitdate><container>,box 83 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342598,</uri><cid>,MC147_c00442,</cid><unittitle>,Community Funds,</unittitle><unitdate>,1973-1976,</unitdate><container>,box 83 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342599,</uri><cid>,MC147_c00443,</cid><unittitle>,Community Health Representatives,</unittitle><unitdate>,1972,</unitdate><container>,box 83 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342600,</uri><cid>,MC147_c00444,</cid><unittitle>,Community Leaders Conference on Tuberculosis and Health,</unittitle><unitdate>,1969,</unitdate><container>,box 83 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342601,</uri><cid>,MC147_c00445,</cid><unittitle>,"""A Comprehensive Evaluation of Office of Economic Opportunity Community Action Programs on Six Selected Indian Reservations""",</unittitle><unitdate>,1966,</unitdate><container>,box 84 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342602,</uri><cid>,MC147_c00446,</cid><unittitle>,Conference of Friends of the American Indian,</unittitle><unitdate>,1938,</unitdate><container>,box 84 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342603,</uri><cid>,MC147_c00447,</cid><unittitle>,"Conference on Wildlife, Recreation and Related Resource Problems",</unittitle><unitdate>,1947,</unitdate><container>,box 84 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342604,</uri><cid>,MC147_c00448,</cid><unittitle>,Congressional Coalition on Adoption,</unittitle><unitdate>,1985,</unitdate><container>,box 84 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342605,</uri><cid>,MC147_c00449,</cid><unittitle>,Congressional Investigation into Un-American Activities,</unittitle><unitdate>,1958,</unitdate><container>,box 84 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342606,</uri><cid>,MC147_c00450,</cid><unittitle>,"Conn, Stephen",</unittitle><unitdate>,1974-1988,</unitdate><container>,box 84 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342607,</uri><cid>,MC147_c00451,</cid><unittitle>,Conscientious Objectors,</unittitle><unitdate>,1970-1974,</unitdate><container>,box 84 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342608,</uri><cid>,MC147_c00452,</cid><unittitle>,Conservation Foundation,</unittitle><unitdate>,1962,</unitdate><container>,box 84 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342609,</uri><cid>,MC147_c00453,</cid><unittitle>,Contract Schools,</unittitle><unitdate>,1980-1981,</unitdate><container>,box 84 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342610,</uri><cid>,MC147_c00454,</cid><unittitle>,Contract Schools,</unittitle><unitdate>,1981-1986,</unitdate><container>,box 85 folder 1-2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342611,</uri><cid>,MC147_c00455,</cid><unittitle>,"Cooke, Alan",</unittitle><unitdate>,1961,</unitdate><container>,box 85 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342612,</uri><cid>,MC147_c00456,</cid><unittitle>,Cooperative School Agreements,</unittitle><unitdate>,1983-1986,</unitdate><container>,box 85 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342613,</uri><cid>,MC147_c00457,</cid><unittitle>,Coordinating Committee of Indian Affairs,</unittitle><unitdate>,1946-1953,</unitdate><container>,box 85 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342614,</uri><cid>,MC147_c00458,</cid><unittitle>,"Cordova, Valentino",</unittitle><unitdate>,1975,</unitdate><container>,box 85 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342615,</uri><cid>,MC147_c00459,</cid><unittitle>,Coroma Indian Textiles,</unittitle><unitdate>,1988-1989,</unitdate><container>,box 85 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342616,</uri><cid>,MC147_c00460,</cid><unittitle>,Corrections,</unittitle><unitdate>,1934-1967,</unitdate><container>,box 85 folder 8-10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342617,</uri><cid>,MC147_c00461,</cid><unittitle>,Council of Energy Resource Tribes,</unittitle><unitdate>,1980-1986,</unitdate><container>,box 85 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342618,</uri><cid>,MC147_c00462,</cid><unittitle>,Council of Energy Resource Tribes,</unittitle><unitdate>,1986-1993,</unitdate><container>,box 86 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342619,</uri><cid>,MC147_c00463,</cid><unittitle>,Council of Three Rivers,</unittitle><unitdate>,1975,</unitdate><container>,box 86 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342620,</uri><cid>,MC147_c00464,</cid><unittitle>,Council on Indian Affairs,</unittitle><unitdate>,1963-1965,</unitdate><container>,box 86 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342621,</uri><cid>,MC147_c00465,</cid><unittitle>,Council on Interracial Books for Children,</unittitle><unitdate>,1966-1971,</unitdate><container>,box 86 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342622,</uri><cid>,MC147_c00466,</cid><unittitle>,Courts of Indian Offenses,</unittitle><unitdate>,1975-1986,</unitdate><container>,box 86 folder 5-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342623,</uri><cid>,MC147_c00467,</cid><unittitle>,"Covington, Lucy",</unittitle><unitdate>,1982,</unitdate><container>,box 86 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342624,</uri><cid>,MC147_c00468,</cid><unittitle>,"Coykendall, Glenn B",</unittitle><unitdate>,1959-1963,</unitdate><container>,box 86 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342625,</uri><cid>,MC147_c00469,</cid><unittitle>,Crane Foundation,</unittitle><unitdate>,1954,</unitdate><container>,box 86 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342626,</uri><cid>,MC147_c00470,</cid><unittitle>,Criminal Justice,</unittitle><unitdate>,1968-1985,</unitdate><container>,box 86 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342627,</uri><cid>,MC147_c00471,</cid><unittitle>,Criminal Justice Survey,</unittitle><unitdate>,1986,</unitdate><container>,box 86 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342628,</uri><cid>,MC147_c00472,</cid><unittitle>,Culpeper Foundation,</unittitle><unitdate>,1967-1985,</unitdate><container>,box 86 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342629,</uri><cid>,MC147_c00473,</cid><unittitle>,"Curry, James E",</unittitle><unitdate>,1947-1953,</unitdate><container>,box 87 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342630,</uri><cid>,MC147_c00474,</cid><unittitle>,Curtis Photographs,</unittitle><unitdate>,1974,</unitdate><container>,box 87 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342631,</uri><cid>,MC147_c00475,</cid><unittitle>,Custer Battlefield,</unittitle><unitdate>,1989-1990,</unitdate><container>,box 87 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342632,</uri><cid>,MC147_c00476,</cid><unittitle>,D.S. and R.H. Gottesman Foundation,</unittitle><unitdate>,1977,</unitdate><container>,box 87 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342633,</uri><cid>,MC147_c00477,</cid><unittitle>,"Dain, Norma Reinke",</unittitle><unitdate>,1967,</unitdate><container>,box 87 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342634,</uri><cid>,MC147_c00478,</cid><unittitle>,Dallas Market Center Company,</unittitle><unitdate>,1989-1990,</unitdate><container>,box 87 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342635,</uri><cid>,MC147_c00479,</cid><unittitle>,Danforth Foundation,</unittitle><unitdate>,1962,</unitdate><container>,box 87 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/342636,</uri><cid>,MC147_c00480,</cid><unittitle>,"Danziger, Michael S",</unittitle><unitdate>,1992,</unitdate><container>,box 87 folder 8 ,</container></record>
